Cloacibacillus porcorum
Treponema succinifaciens
Phocea massiliensis
Lactobacillus pontis
Slackia isoflavoniconvertens
Streptococcus anginosus
Prevotella timonensis
Lactobacillus coleohominis
Oxalobacter formigenes
Veillonella atypica
Clostridioides difficile
Intestinimonas timonensis
Pyramidobacter piscolens
Solobacterium moorei
Rothia mucilaginosa
Clostridium_sensu_stricto_1 butyricum
Desulfovibrio desulfuricans
Bacteroides mediterraneensis
Fusobacterium necrophorum
Prevotella disiens
Christensenella minuta
Fusobacterium nucleatum
Atopobium parvulum
Sanguibacteroides justesenii
Eggerthella lenta
Campylobacter concisus
Porphyromonas asaccharolytica
Peptostreptococcus stomatis
Alloscardovia omnicolens
Campylobacter hominis
Paraprevotella clara
Clostridium_sensu_stricto_13 subterminale
Oribacterium sinus
Fusobacterium periodonticum
Prevotella bivia
Merdibacter massiliensis
Lactobacillus iners
Corynebacterium durum
Leuconostoc carnosum
Succinatimonas hippei
Lactobacillus timonensis
Pediococcus acidilactici
Intestinimonas massiliensis
Libanicoccus massiliensis
Bacteroides fragilis
Prevotella buccalis
Anaerotruncus rubiinfantis
Lactobacillus reuteri
Rothia mucilaginosa
Actinomyces bouchesdurhonensis
Peptostreptococcus anaerobius
Dialister propionicifaciens
Angelakisella massiliensis
Actinomyces turicensis
Slackia piriformis
Collinsella bouchesdurhonensis
Aggregatibacter segnis
Actinomyces graevenitzii
Lactobacillus kitasatonis
Prevotella corporis
Clostridium_sensu_stricto_1 disporicum
Mycoplasma hominis
Gordonibacter urolithinfaciens
Varibaculum timonense
Campylobacter concisus
Selenomonas artemidis
Gardnerella vaginalis
Pyramidobacter piscolens
Granulicatella elegans
Abiotrophia defectiva
Lactobacillus vaginalis
Collinsella tanakaei
Romboutsia hominis
Raoultibacter massiliensis
Anaerofustis stercorihominis
Porphyromonas somerae
Scardovia wiggsiae
Rothia dentocariosa
Campylobacter gracilis
Moryella indoligenes
Fusobacterium nucleatum
Rothia mucilaginosa
Selenomonas sputigena
Butyricimonas synergistica
Dysgonomonas gadei
Campylobacter gracilis
Gardnerella vaginalis
Harryflintia acetispora
Atopobium vaginae
Corynebacterium argentoratense
Empedobacter falsenii
Tetragenococcus halophilus
Clostridium_sensu_stricto_1 perfringens
Blautia coccoides
Rothia mucilaginosa
Atopobium rimae
Oribacterium parvum
Raoultibacter timonensis
Fusobacterium periodonticum
Clostridium_sensu_stricto_6 bornimense
Anaeroglobus geminatus
Veillonella parvula
Porphyromonas uenonis
Facklamia hominis
Bulleidia extructa
Phoenicibacter massiliensis
Anaerofustis stercorihominis
Corynebacterium kroppenstedtii
Lactobacillus sanfranciscensis
Phocaeicola abscessus
Parascardovia denticolens
Prevotella intermedia
Shuttleworthia satelles
Porphyromonas uenonis
Fretibacterium fastidiosum
Porphyromonas gulae
Lawsonella clevelandensis
Peptococcus niger
Sneathia sanguinegens
Prevotella salivae
Cardiobacterium valvarum
Fusobacterium nucleatum
Helicobacter fennelliae
Gemella asaccharolytica
Oribacterium asaccharolyticum
